1	1548106485649	-0.625	2.11	6.257	figure8
2	1548106485650	-0.668	2.441	7.286	figure8
3	1548106485651	-0.653	2.556	7.789	figure8
4	1548106485652	-0.632	2.606	8.061	figure8
5	1548106485653	-0.625	2.613	8.26	figure8
6	1548106485654	-0.615	2.582	8.432	figure8
7	1548106485655	-0.605	2.556	8.593	figure8
8	1548106485656	-0.629	2.512	8.786	figure8
9	1548106485659	-0.639	2.489	9.052	figure8
10	1548106485660	-0.682	2.431	9.471	figure8
11	1548106485662	-0.727	2.383	9.88	figure8
12	1548106485663	-0.754	2.34	10.225	figure8
13	1548106485666	-0.799	2.29	10.526	figure8
14	1548106485668	-0.823	2.24	10.739	figure8
15	1548106485671	-0.873	2.199	10.88	figure8
16	1548106485673	-0.914	2.166	10.964	figure8
17	1548106485676	-0.983	2.127	11.002	figure8
18	1548106485678	-1.082	2.13	11.009	figure8
19	1548106485680	-1.153	2.11	10.973	figure8
20	1548106485683	-1.196	2.115	10.923	figure8
21	1548106485685	-1.232	2.103	10.859	figure8
22	1548106485687	-1.285	2.115	10.768	figure8
23	1548106485691	-1.328	2.115	10.677	figure8
24	1548106485692	-1.362	2.113	10.54	figure8
25	1548106485694	-1.388	2.099	10.416	figure8
26	1548106485696	-1.395	2.096	10.263	figure8
27	1548106485699	-1.414	2.101	10.134	figure8
28	1548106485701	-1.436	2.099	9.98	figure8
29	1548106485704	-1.436	2.089	9.846	figure8
30	1548106485707	-1.462	2.075	9.746	figure8
31	1548106485709	-1.498	2.058	9.633	figure8
32	1548106485711	-1.515	2.046	9.509	figure8
33	1548106485713	-1.507	2.055	9.401	figure8
34	1548106485716	-1.522	2.053	9.31	figure8
35	1548106485718	-1.524	2.06	9.215	figure8
36	1548106485720	-1.517	2.079	9.148	figure8
37	1548106485723	-1.51	2.108	9.081	figure8
38	1548106485727	-1.491	2.13	9.021	figure8
39	1548106485728	-1.46	2.142	8.954	figure8
40	1548106485730	-1.429	2.134	8.901	figure8
41	1548106485734	-1.381	2.149	8.815	figure8
42	1548106485735	-1.33	2.173	8.722	figure8
43	1548106485737	-1.292	2.189	8.605	figure8
44	1548106485741	-1.256	2.175	8.495	figure8
45	1548106485743	-1.204	2.182	8.361	figure8
46	1548106485744	-1.165	2.163	8.224	figure8
47	1548106485746	-1.146	2.144	8.128	figure8
48	1548106485749	-1.139	2.137	8.093	figure8
49	1548106485751	-1.132	2.11	8.128	figure8
50	1548106485753	-1.132	2.082	8.296	figure8
51	1548106485756	-1.141	2.072	8.59	figure8
52	1548106485761	-1.161	2.046	9.031	figure8
53	1548106485762	-1.168	2	9.488	figure8
54	1548106485763	-1.146	1.967	9.832	figure8
55	1548106485766	-1.12	1.945	10.11	figure8
56	1548106485768	-1.103	1.919	10.327	figure8
57	1548106485770	-1.074	1.893	10.483	figure8
58	1548106485773	-1.079	1.857	10.603	figure8
59	1548106485776	-1.103	1.826	10.701	figure8
60	1548106485779	-1.101	1.79	10.792	figure8
61	1548106485780	-1.115	1.756	10.863	figure8
62	1548106485783	-1.132	1.74	10.926	figure8
63	1548106485785	-1.11	1.718	10.959	figure8
64	1548106485787	-1.105	1.689	10.964	figure8
65	1548106485791	-1.117	1.682	10.93	figure8
66	1548106485793	-1.144	1.665	10.871	figure8
67	1548106485794	-1.172	1.675	10.839	figure8
68	1548106485797	-1.194	1.68	10.751	figure8
69	1548106485799	-1.201	1.68	10.65	figure8
70	1548106485802	-1.204	1.689	10.545	figure8
71	1548106485804	-1.232	1.701	10.414	figure8
72	1548106485807	-1.23	1.708	10.268	figure8
73	1548106485809	-1.235	1.701	10.117	figure8
74	1548106485811	-1.22	1.718	9.942	figure8
75	1548106485814	-1.228	1.742	9.76	figure8
76	1548106485816	-1.223	1.754	9.6	figure8
77	1548106485819	-1.204	1.775	9.444	figure8
78	1548106485820	-1.182	1.804	9.289	figure8
79	1548106485825	-1.165	1.804	9.167	figure8
80	1548106485828	-1.137	1.835	9.038	figure8
81	1548106485829	-1.108	1.871	8.942	figure8
82	1548106485830	-1.07	1.883	8.882	figure8
83	1548106485833	-1.031	1.89	8.813	figure8
84	1548106485835	-1	1.883	8.772	figure8
85	1548106485837	-0.948	1.895	8.731	figure8
86	1548106485841	-0.885	1.898	8.698	figure8
87	1548106485844	-0.814	1.893	8.648	figure8
88	1548106485845	-0.754	1.888	8.585	figure8
89	1548106485846	-0.677	1.876	8.538	figure8
90	1548106485849	-0.598	1.854	8.509	figure8
91	1548106485852	-0.536	1.857	8.463	figure8
92	1548106485854	-0.467	1.886	8.413	figure8
93	1548106485858	-0.436	1.888	8.372	figure8
94	1548106485859	-0.416	1.902	8.334	figure8
95	1548106485862	-0.371	1.909	8.291	figure8
96	1548106485865	-0.352	1.895	8.243	figure8
97	1548106485866	-0.292	1.895	8.191	figure8
98	1548106485868	-0.232	1.893	8.207	figure8
99	1548106485870	-0.196	1.909	8.243	figure8
100	1548106485875	-0.165	1.917	8.325	figure8
101	1548106485877	-0.141	1.907	8.382	figure8
102	1548106485879	-0.115	1.933	8.432	figure8
103	1548106485880	-0.105	1.933	8.521	figure8
104	1548106485883	-0.103	1.938	8.6	figure8
105	1548106485885	-0.105	1.955	8.679	figure8
106	1548106485887	-0.117	1.969	8.755	figure8
107	1548106485890	-0.122	1.972	8.839	figure8
108	1548106485894	-0.144	1.988	8.964	figure8
109	1548106485896	-0.191	1.976	9.205	figure8
110	1548106485898	-0.254	1.979	9.523	figure8
111	1548106485899	-0.328	1.986	9.796	figure8
112	1548106485901	-0.361	1.991	10.019	figure8
