1	1548298108384	-0.146	-0.146	9.626	nothing20
2	1548298108385	-0.139	-0.158	9.638	nothing20
3	1548298108386	-0.124	-0.134	9.648	nothing20
4	1548298108404	-0.146	-0.146	9.653	nothing20
5	1548298108423	-0.153	-0.12	9.629	nothing20
6	1548298108444	-0.16	-0.146	9.648	nothing20
7	1548298108462	-0.163	-0.158	9.665	nothing20
8	1548298108480	-0.146	-0.141	9.636	nothing20
9	1548298108500	-0.122	-0.153	9.643	nothing20
10	1548298108519	-0.146	-0.172	9.669	nothing20
11	1548298108537	-0.141	-0.158	9.66	nothing20
12	1548298108556	-0.175	-0.153	9.636	nothing20
13	1548298108576	-0.141	-0.132	9.655	nothing20
14	1548298108595	-0.136	-0.146	9.631	nothing20
15	1548298108614	-0.127	-0.177	9.631	nothing20
16	1548298108634	-0.144	-0.163	9.648	nothing20
17	1548298108654	-0.136	-0.124	9.645	nothing20
18	1548298108673	-0.156	-0.139	9.655	nothing20
19	1548298108694	-0.134	-0.141	9.624	nothing20
20	1548298108713	-0.129	-0.139	9.638	nothing20
21	1548298108734	-0.16	-0.156	9.655	nothing20
22	1548298108752	-0.146	-0.177	9.631	nothing20
23	1548298108770	-0.146	-0.148	9.636	nothing20
24	1548298108788	-0.158	-0.151	9.657	nothing20
25	1548298108808	-0.167	-0.139	9.638	nothing20
26	1548298108827	-0.153	-0.16	9.655	nothing20
27	1548298108845	-0.151	-0.153	9.65	nothing20
28	1548298108865	-0.139	-0.148	9.662	nothing20
29	1548298108882	-0.136	-0.151	9.617	nothing20
30	1548298108901	-0.156	-0.141	9.645	nothing20
31	1548298108919	-0.148	-0.124	9.641	nothing20
32	1548298108938	-0.151	-0.158	9.65	nothing20
33	1548298108957	-0.139	-0.141	9.626	nothing20
34	1548298108976	-0.146	-0.139	9.653	nothing20
35	1548298108995	-0.156	-0.144	9.662	nothing20
36	1548298109016	-0.144	-0.156	9.622	nothing20
37	1548298109034	-0.139	-0.156	9.648	nothing20
38	1548298109054	-0.141	-0.156	9.665	nothing20
39	1548298109073	-0.158	-0.141	9.636	nothing20
40	1548298109096	-0.136	-0.144	9.626	nothing20
41	1548298109114	-0.158	-0.132	9.662	nothing20
