1	1548367756794	0.091	-0.167	9.707	still4
2	1548367756984	0.093	-0.161	9.702	still4
3	1548367757178	0.082	-0.17	9.71	still4
4	1548367757368	0.091	-0.171	9.696	still4
5	1548367757562	0.089	-0.165	9.705	still4
6	1548367757750	0.091	-0.153	9.699	still4
7	1548367757935	0.089	-0.17	9.697	still4
8	1548367758130	0.092	-0.172	9.7	still4
9	1548367758320	0.094	-0.166	9.697	still4
10	1548367758510	0.09	-0.168	9.699	still4
11	1548367758701	0.099	-0.16	9.7	still4
12	1548367758891	0.095	-0.157	9.702	still4
13	1548367759082	0.092	-0.162	9.711	still4
14	1548367759273	0.092	-0.166	9.71	still4
15	1548367759463	0.092	-0.164	9.701	still4
16	1548367759656	0.091	-0.167	9.708	still4
17	1548367759844	0.089	-0.165	9.704	still4
18	1548367760034	0.086	-0.17	9.706	still4
19	1548367760225	0.085	-0.179	9.706	still4
20	1548367760416	0.096	-0.157	9.701	still4
21	1548367760604	0.097	-0.155	9.706	still4
22	1548367760797	0.082	-0.175	9.711	still4
23	1548367760986	0.094	-0.167	9.702	still4
24	1548367761186	0.093	-0.167	9.701	still4
25	1548367761367	0.092	-0.172	9.712	still4
26	1548367761558	0.093	-0.168	9.701	still4
27	1548367761747	0.087	-0.155	9.71	still4
28	1548367761938	0.089	-0.162	9.707	still4
29	1548367762130	0.088	-0.168	9.707	still4
30	1548367762319	0.086	-0.171	9.706	still4
31	1548367762513	0.092	-0.168	9.709	still4
32	1548367762698	0.092	-0.169	9.695	still4
33	1548367762891	0.099	-0.158	9.707	still4
34	1548367763082	0.092	-0.163	9.709	still4
35	1548367763273	0.089	-0.17	9.715	still4
36	1548367763463	0.088	-0.17	9.709	still4
37	1548367763653	0.09	-0.165	9.705	still4
38	1548367763843	0.089	-0.161	9.703	still4
39	1548367764033	0.1	-0.156	9.707	still4
40	1548367764221	0.098	-0.159	9.71	still4
41	1548367764414	0.083	-0.176	9.706	still4
42	1548367764603	0.099	-0.163	9.696	still4
43	1548367764796	0.096	-0.168	9.714	still4
44	1548367764987	0.098	-0.168	9.693	still4
45	1548367765177	0.096	-0.17	9.708	still4
46	1548367765370	0.089	-0.17	9.718	still4
47	1548367765558	0.099	-0.151	9.704	still4
48	1548367765747	0.095	-0.168	9.7	still4
49	1548367765939	0.099	-0.162	9.692	still4
50	1548367766128	0.094	-0.159	9.704	still4
51	1548367766321	0.084	-0.18	9.707	still4
52	1548367766509	0.094	-0.166	9.709	still4
53	1548367766700	0.094	-0.164	9.716	still4
54	1548367766889	0.09	-0.167	9.708	still4
55	1548367767084	0.087	-0.17	9.71	still4
56	1548367767271	0.083	-0.178	9.712	still4
57	1548367767460	0.084	-0.174	9.716	still4
58	1548367767653	0.092	-0.162	9.706	still4
59	1548367767843	0.089	-0.162	9.702	still4
60	1548367768033	0.094	-0.159	9.711	still4
61	1548367768226	0.091	-0.164	9.707	still4
62	1548367768415	0.092	-0.165	9.706	still4
63	1548367768606	0.089	-0.171	9.712	still4
64	1548367768794	0.096	-0.17	9.712	still4
65	1548367768987	0.088	-0.171	9.71	still4
66	1548367769176	0.093	-0.17	9.716	still4
67	1548367769364	0.091	-0.165	9.701	still4
68	1548367769558	0.087	-0.169	9.716	still4
69	1548367769747	0.083	-0.172	9.708	still4
70	1548367769937	0.086	-0.169	9.712	still4
71	1548367770129	0.088	-0.177	9.704	still4
72	1548367770317	0.088	-0.178	9.709	still4
73	1548367770509	0.093	-0.169	9.709	still4
74	1548367770701	0.098	-0.164	9.712	still4
75	1548367770891	0.085	-0.169	9.713	still4
76	1548367771082	0.095	-0.164	9.712	still4
77	1548367771270	0.088	-0.167	9.71	still4
78	1548367771461	0.089	-0.175	9.713	still4
79	1548367771654	0.087	-0.167	9.709	still4
80	1548367771843	0.091	-0.166	9.709	still4
81	1548367772031	0.092	-0.163	9.708	still4
82	1548367772224	0.1	-0.15	9.701	still4
83	1548367772414	0.093	-0.168	9.713	still4
84	1548367772602	0.092	-0.173	9.706	still4
85	1548367772795	0.092	-0.164	9.704	still4
86	1548367772985	0.094	-0.166	9.712	still4
87	1548367773177	0.089	-0.164	9.711	still4
88	1548367773367	0.091	-0.174	9.703	still4
89	1548367773557	0.091	-0.17	9.715	still4
90	1548367773746	0.094	-0.148	9.701	still4
91	1548367773939	0.098	-0.167	9.698	still4
92	1548367774128	0.096	-0.178	9.691	still4
93	1548367774318	0.097	-0.161	9.705	still4
94	1548367774510	0.088	-0.171	9.715	still4
95	1548367774700	0.094	-0.162	9.704	still4
96	1548367774889	0.087	-0.172	9.712	still4
97	1548367775081	0.085	-0.18	9.713	still4
98	1548367775272	0.089	-0.173	9.708	still4
99	1548367775460	0.09	-0.165	9.712	still4
100	1548367775651	0.093	-0.159	9.707	still4
101	1548367775843	0.1	-0.163	9.701	still4
102	1548367776032	0.09	-0.169	9.715	still4
103	1548367776223	0.087	-0.174	9.708	still4
104	1548367776414	0.092	-0.166	9.708	still4
105	1548367776604	0.096	-0.159	9.705	still4
106	1548367776794	0.089	-0.168	9.711	still4
107	1548367776983	0.088	-0.176	9.703	still4
108	1548367777175	0.091	-0.165	9.709	still4
109	1548367777367	0.091	-0.165	9.702	still4
110	1548367777559	0.09	-0.178	9.703	still4
111	1548367777746	0.087	-0.178	9.707	still4
112	1548367777938	0.097	-0.156	9.706	still4
113	1548367778128	0.091	-0.172	9.712	still4
114	1548367778316	0.092	-0.171	9.709	still4
115	1548367778508	0.096	-0.161	9.708	still4
116	1548367778703	0.09	-0.165	9.706	still4
117	1548367778890	0.086	-0.173	9.705	still4
118	1548367779080	0.096	-0.161	9.71	still4
119	1548367779270	0.09	-0.166	9.707	still4
120	1548367779459	0.089	-0.164	9.705	still4
121	1548367779652	0.09	-0.165	9.708	still4
122	1548367779839	0.09	-0.167	9.709	still4
123	1548367780032	0.084	-0.176	9.71	still4
124	1548367780220	0.091	-0.169	9.702	still4
125	1548367780414	0.093	-0.161	9.71	still4
126	1548367780605	0.086	-0.172	9.715	still4
127	1548367780793	0.094	-0.159	9.704	still4
128	1548367780983	0.091	-0.166	9.706	still4
129	1548367781175	0.095	-0.156	9.708	still4
130	1548367781364	0.091	-0.166	9.708	still4
131	1548367781558	0.087	-0.168	9.71	still4
132	1548367781744	0.09	-0.17	9.712	still4
133	1548367781938	0.098	-0.165	9.715	still4
134	1548367782128	0.09	-0.173	9.711	still4
135	1548367782317	0.092	-0.167	9.704	still4
136	1548367782511	0.083	-0.18	9.712	still4
137	1548367782700	0.096	-0.153	9.704	still4
138	1548367782888	0.089	-0.167	9.708	still4
139	1548367783082	0.086	-0.17	9.705	still4
140	1548367783273	0.087	-0.165	9.703	still4
141	1548367783459	0.094	-0.157	9.704	still4
142	1548367783651	0.093	-0.165	9.697	still4
143	1548367783841	0.088	-0.17	9.708	still4
144	1548367784039	0.093	-0.172	9.707	still4
145	1548367784223	0.088	-0.17	9.703	still4
146	1548367784417	0.089	-0.172	9.71	still4
147	1548367784604	0.088	-0.167	9.713	still4
148	1548367784794	0.083	-0.172	9.712	still4
149	1548367784984	0.085	-0.171	9.712	still4
150	1548367785173	0.092	-0.164	9.701	still4
151	1548367785367	0.098	-0.159	9.699	still4
152	1548367785557	0.087	-0.171	9.709	still4
153	1548367785748	0.089	-0.177	9.712	still4
154	1548367785936	0.085	-0.173	9.712	still4
155	1548367786127	0.096	-0.167	9.708	still4
156	1548367786318	0.086	-0.173	9.706	still4
157	1548367786508	0.094	-0.156	9.701	still4
158	1548367786708	0.099	-0.146	9.702	still4
159	1548367786890	0.082	-0.173	9.708	still4
160	1548367787080	0.1	-0.157	9.706	still4
161	1548367787278	0.088	-0.167	9.709	still4
162	1548367787460	0.094	-0.153	9.701	still4
163	1548367787652	0.093	-0.157	9.698	still4
164	1548367787841	0.092	-0.164	9.7	still4
